;Ts_01_V4;Ts_02_V4;Ts_03_V4;Ts_04_V4;Ts_05_V4;Ts_06_V4;Ts_07_V4;Ts_08_V4;Ts_09_V4;Ts_10_V4;Ts_11_V4;Ts_12_V4;Ts_13_V4;Ts_14_V4;Ts_15_V4;Ts_16_V4;Ts_17_V4;Ts_18_V4;Ts_19_V4;Ts_20_V4;Ts_21_V4;Ts_22_V4;Ts_23_V4;Ts_24_V4;Ts_25_V4;Ts_26_V4;Ts_27_V4;Ts_28_V4;Ts_29_V4;Ts_30_V4;Ts_31_V4;Ts_32_V4;Ts_33_V4;Ts_34_V4;Ts_35_V4;Ts_36_V4;Ts_37_V4;main_01_V1;main_02_V1;main_03_V1;main_04_V1;main_05_V1;main_06_V1;main_07_V1;main_08_V1;main_09_V1;main_10_V1;main_11_V1;main_12_V1;main_13_V1;main_14_V1;main_15_V1;main_16_V1;main_17_V1;main_18_V1;main_19_V1;main_20_V1;main_21_V1;main_22_V1;main_23_V1;main_24_V1;main_25_V1;main_26_V1;main_27_V1;main_28_V1;main_29_V1;main_30_V1;main_31_V1;main_32_V1;main_33_V1
Ts_11_V4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.538748154525909;NA;-0.540035676640645;NA;NA;NA;NA;NA;-0.594895303938929;-0.591741196232713;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.55865430282719;NA;NA;NA
Ts_12_V4;NA;NA;NA;NA;0.858637008783156;NA;NA;0.698486975690047;NA;0.657202313494777;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.595329414251842;NA;NA;NA;0.695447168804596;NA;NA;NA;NA;NA;NA;NA;0.513537993535168;0.954881735458373;NA;0.55457321881854;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.720743746802689;NA;NA;NA;NA;NA;NA
Ts_13_V4;NA;NA;NA;NA;NA;NA;-0.606006521083095;NA;-0.514374076573464;-0.574107851068722;NA;NA;1;NA;0.721185206957856;NA;NA;0.684651598082957;NA;NA;NA;0.852463813990847;NA;NA;NA;NA;NA;NA;NA;0.69777486155912;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.649215433311263;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.806847947433309;NA;NA;NA;NA
Ts_14_V4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.519291926715829;NA;NA;NA;NA;NA;NA;0.578683303129717;NA;NA;NA;NA;0.534422281496287;NA;NA;0.51658715713387;NA;NA;NA;0.758690845928512;0.818650621232891;NA
Ts_15_V4;NA;NA;NA;NA;-0.542580280868526;NA;NA;NA;-0.593920377887216;-0.578444224178095;NA;NA;0.721185206957856;NA;1;0.844141060761717;NA;0.643983275498489;NA;NA;NA;0.89235485329422;0.65499241041364;NA;NA;NA;NA;NA;0.57583634957579;0.889355768761652;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.609990108460485;0.543461997536823;0.549490336189616;NA;NA;0.606741990762161;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Ts_16_V4;-0.628990547023702;NA;NA;NA;-0.51901783096577;NA;NA;NA;-0.627580529196264;NA;NA;NA;NA;NA;0.844141060761717;1;NA;NA;0.563322669494485;NA;NA;0.776452861192129;0.927894260477445;NA;NA;NA;NA;NA;NA;0.904653429955626;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.84194293971997;0.779678662875347;0.777129743127476;NA;NA;0.615442632558665;NA;NA;NA;NA;NA;NA;-0.507645987383285;NA;NA;NA;NA;NA;NA;NA;-0.575916904482957;0.562955885232019;NA;NA;NA;NA;NA;NA;NA;NA;0.698760157851275
Ts_17_V4;NA;NA;NA;NA;NA;NA;NA;NA;0.778590275347443;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.633459716141751;NA;-0.705855126972439;NA;-0.507897661870261;0.519895332006896;NA;-0.769400925352154;NA;NA;NA;NA;NA;NA;NA;NA;0.653478872968076;NA;-0.554977462577564;NA;NA;NA;0.651443926931258;-0.504126831902124;0.547214924171027;0.666211838549497;NA;NA;NA;NA;NA;NA;NA
Ts_18_V4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.684651598082957;NA;0.643983275498489;NA;NA;1;NA;NA;NA;0.596884848398818;NA;NA;NA;NA;NA;NA;NA;0.558190401886958;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.54385586858864;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.503687754915925;NA;NA;NA;NA
Ts_19_V4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.563322669494485;NA;NA;1;NA;NA;NA;0.624504940175586;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Ts_20_V4;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.591732848519362;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0.645344333332193;NA;NA;NA;NA;-0.517826795829747;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.562575522823768;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Ts_21_V4;NA;NA;NA;NA;NA;NA;NA;-0.52230354294072;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.645344333332193;1;NA;-0.52600935922928;NA;NA;-0.665013610605449;NA;NA;NA;NA;NA;NA;NA;0.501554772435727;NA;NA;NA;NA;NA;NA;NA;-0.504043072457517;NA;NA;NA;NA;NA;NA;NA;0.589806978071421;NA;0.847325883284781;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.519593655520341
Ts_22_V4;NA;NA;-0.521270419437308;-0.532123253741249;-0.530478451303483;NA;NA;NA;-0.695667979270848;-0.573091494807448;NA;NA;0.852463813990847;NA;0.89235485329422;0.776452861192129;NA;0.596884848398818;NA;NA;NA;1;0.578763427497123;NA;NA;NA;NA;NA;NA;0.95674563044325;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.625912543521885;NA;NA;NA;NA;0.550705375263295;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.652045227738983;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.533689714378946;NA;NA;NA;NA
Ts_23_V4;-0.691141257098091;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.65499241041364;0.927894260477445;NA;NA;0.624504940175586;NA;-0.52600935922928;0.578763427497123;1;NA;NA;0.651568235450471;NA;NA;NA;0.770662429149697;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.735566829777411;0.789694183095043;0.762775511959408;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.580718918077985;NA;NA;NA;NA;NA;NA;NA;-0.50924288127601;0.535514903750214;NA;NA;NA;NA;NA;NA;NA;NA;0.769535275481532
Ts_24_V4;-0.719359507968606;-0.652148793726205;-0.759688833518414;NA;NA;-0.714399307096458;NA;0.744503135951445;NA;NA;NA;0.595329414251842;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;0.541649403575153;0.744291076168578;0.674733664089067;NA;NA;NA;NA;NA;NA;0.781523005443743;0.721237008738121;NA;NA;NA;NA;0.554017369893517;NA;NA;NA;NA;0.508156027928989;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.593740872387658;NA;NA;-0.683469328912364;0.706189798916836;NA;NA;NA;NA;NA;NA
Ts_25_V4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.755977691517318;0.566653095790693;0.735206462442335;NA;NA;NA;NA;0.523182444413582;NA;-0.552112313314791;NA;NA;NA;NA;NA;NA;NA;NA;0.50521617023595;NA;NA;NA
Ts_26_V4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.517826795829747;-0.665013610605449;NA;0.651568235450471;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;-0.621331413525697;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.636740858676188;NA;0.55136530312791;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.588174675320185
Ts_27_V4;NA;NA;NA;NA;NA;-0.636108755108848;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.541649403575153;NA;NA;1;NA;0.611463653146847;NA;0.741805998982527;NA;0.559535521408412;NA;NA;0.578014140992441;NA;NA;NA;NA;NA;NA;NA;0.567724308358215;NA;NA;0.696568882760227;NA;NA;0.671119796578032;NA;NA;0.759909203949058;NA;NA;NA;0.641812083191558;NA;NA;NA;NA;NA;NA;NA;-0.637298270452402;NA;NA;NA;NA;NA
Ts_28_V4;NA;-0.587854049088156;-0.512520415948121;NA;0.743093076662375;-0.606775502796075;NA;0.62919212447844;NA;NA;NA;0.695447168804596;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.744291076168578;NA;NA;NA;1;NA;NA;NA;NA;NA;0.700753769515563;NA;0.612545286759501;0.759418092283332;0.515533582821169;0.576333595350677;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.719971487923857;NA;NA;NA;NA;NA;NA
Ts_29_V4;-0.532942763458533;-0.537530137135301;-0.755469617095631;NA;NA;-0.709702565133987;NA;NA;NA;NA;NA;NA;NA;NA;0.57583634957579;NA;NA;NA;NA;NA;NA;NA;NA;0.674733664089067;NA;NA;0.611463653146847;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.609777531061134;NA;NA;NA;NA;NA;NA;NA;NA;-0.635039192464275;NA;-0.618163017388426;NA;NA;NA;NA;NA
Ts_30_V4;-0.510783473488476;NA;-0.513231225975197;-0.525731647074338;-0.522128759437592;NA;NA;NA;-0.701184315102089;NA;NA;NA;0.69777486155912;NA;0.889355768761652;0.904653429955626;NA;0.558190401886958;NA;NA;NA;0.95674563044325;0.770662429149697;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.755623257711672;0.593799975733571;0.640633791555803;NA;NA;0.521671747953305;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.589900171656822;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.511255781211154
Ts_31_V4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.741805998982527;NA;NA;NA;1;0.702844776472144;0.876506605756282;NA;0.750250436865405;0.574726827214365;NA;NA;-0.501087341812245;NA;NA;NA;0.588050293338355;0.78426026845831;NA;NA;0.723016042791767;NA;NA;0.724582931992187;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.576233216614209;NA;NA;NA;NA;NA
Ts_32_V4;NA;NA;NA;NA;NA;-0.515845197141983;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.702844776472144;1;0.757071250257578;NA;0.954545683370179;0.832964431958545;NA;NA;NA;NA;NA;NA;0.595616262083392;0.814628080107476;NA;NA;0.811728031878395;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.53995035968896;NA;NA;NA;NA;NA
Ts_33_V4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.559535521408412;NA;NA;NA;0.876506605756282;0.757071250257578;1;NA;0.878166866476629;0.72043012774658;NA;NA;NA;NA;NA;NA;0.692339984388586;0.872970702703887;NA;NA;0.726986598567034;-0.509382415724109;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Ts_34_V4;NA;NA;-0.513064624979094;NA;0.528501217117248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.501554772435727;NA;NA;NA;NA;-0.621331413525697;NA;0.700753769515563;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.600783311598007;NA;NA;NA;NA;NA;NA;NA;NA;-0.61151655427338;NA;NA;0.549482540910748;NA;NA;NA;NA;NA;-0.520803530050737
Ts_35_V4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.750250436865405;0.954545683370179;0.878166866476629;NA;1;0.841415409643332;NA;NA;NA;NA;NA;NA;0.73905094614968;0.868446207770866;NA;NA;0.820575113606465;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Ts_36_V4;-0.613978389621643;NA;NA;NA;NA;-0.637156359089566;NA;0.64175732225811;NA;NA;NA;0.513537993535168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.781523005443743;NA;NA;0.578014140992441;0.612545286759501;NA;NA;0.574726827214365;0.832964431958545;0.72043012774658;NA;0.841415409643332;1;0.596587370197723;NA;NA;NA;NA;NA;0.694832590314007;0.81014115626599;NA;NA;0.815415315566239;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Ts_37_V4;NA;NA;NA;NA;0.810369082530406;NA;NA;0.763406005618058;NA;0.533110846584289;NA;0.954881735458373;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.721237008738121;NA;NA;NA;0.759418092283332;NA;NA;NA;NA;NA;NA;NA;0.596587370197723;1;NA;0.607143915932791;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.82702499619368;NA;NA;NA;NA;NA;NA
main_01_V1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.633459716141751;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.515533582821169;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0.857249833732735;NA;NA;NA;NA;NA;0.598145706974132;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.525903402966782;NA;-0.568073341060646;-0.545218058046193;0.744145829040714;NA;NA;NA;0.571314590580814;0.533887919743298;NA
main_02_V1;NA;NA;NA;0.535192570352503;0.516457190931066;NA;NA;0.508936995178049;NA;NA;NA;0.55457321881854;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.576333595350677;NA;NA;-0.501087341812245;NA;NA;NA;NA;NA;0.607143915932791;0.857249833732735;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.558782650527109;NA;0.742026811388623;NA;NA;NA;0.592930354474225;NA;NA
main_03_V1;-0.707690700197983;NA;NA;NA;NA;-0.524180621260079;NA;0.525045752889608;-0.71601687508652;NA;NA;NA;NA;NA;0.609990108460485;0.84194293971997;-0.705855126972439;NA;NA;NA;NA;0.625912543521885;0.735566829777411;NA;NA;NA;NA;NA;NA;0.755623257711672;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0.586130371643112;0.754558417442444;NA;NA;0.65602496893789;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.729119829206703;0.544884999057321;NA;-0.693626589149411;NA;NA;NA;NA;NA;NA;NA
main_04_V1;-0.580744470514816;NA;NA;NA;NA;NA;NA;NA;-0.561567823276468;NA;NA;NA;NA;NA;0.543461997536823;0.779678662875347;NA;NA;NA;NA;NA;NA;0.789694183095043;NA;NA;NA;NA;NA;NA;0.593799975733571;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.586130371643112;1;0.884179976435384;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.642486442994448;NA;NA;NA;NA;NA;0.695679136346361;NA;-0.6310838217174;NA;-0.684608468124605;NA;NA;NA;NA;NA;NA;NA;0.876537850699134
main_05_V1;-0.786852511273483;NA;NA;NA;NA;NA;NA;0.703617454636069;-0.604315972140567;NA;NA;NA;NA;NA;0.549490336189616;0.777129743127476;-0.507897661870261;NA;NA;NA;-0.504043072457517;NA;0.762775511959408;0.554017369893517;NA;NA;NA;NA;NA;0.640633791555803;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.754558417442444;0.884179976435384;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.673909548125863;NA;NA;NA;NA;NA;0.59294772166401;0.561041387552172;-0.831947499294779;NA;-0.728415247286728;-0.731713175097375;NA;NA;NA;-0.507427295045229;NA;NA;0.716806599722848
main_06_V1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.519895332006896;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.588050293338355;0.595616262083392;0.692339984388586;NA;0.73905094614968;0.694832590314007;NA;NA;NA;NA;NA;NA;1;0.782010316076767;-0.751254139038705;NA;0.744587548094769;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
main_07_V1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.567724308358215;NA;NA;NA;0.78426026845831;0.814628080107476;0.872970702703887;NA;0.868446207770866;0.81014115626599;NA;NA;NA;NA;NA;NA;0.782010316076767;1;NA;NA;0.857142518254854;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
main_08_V1;NA;NA;NA;NA;-0.510087653628021;NA;NA;NA;-0.588891281709068;NA;NA;NA;NA;NA;0.606741990762161;0.615442632558665;-0.769400925352154;NA;NA;NA;NA;0.550705375263295;NA;NA;NA;NA;NA;NA;NA;0.521671747953305;NA;NA;NA;NA;NA;NA;NA;0.598145706974132;NA;0.65602496893789;NA;NA;-0.751254139038705;NA;1;NA;-0.568825562262712;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
main_09_V1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.54385586858864;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;-0.589542805567153;NA;0.549475746148991;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
